class,run,camcol,rerun,field,objid,u,g,r,i,z,ra,dec,specobjid,plate,mjd,fiberid,redshift
STAR,1331,2,301,134,1237651190280749526,21.97473,21.61642,21.70723,21.52626,21.5745,124.282407915953,45.2790600051208,4155717535360806912,3691,55274,76,-0.0001632945
QSO,1345,2,301,603,1237651250441028041,21.38758,21.0397,20.91489,20.98138,20.72328,244.308290524509,46.7443707596776,7119074285771747328,6323,56189,33,0.9192504
STAR,1329,1,301,19,1237651181146407135,17.89969,16.79625,16.42165,16.29618,16.28329,120.786916124591,-0.882689514931854,8389109730882809856,7451,56739,107,9.566418e-06
GALAXY,1140,1,301,29,1237650369398244151,26.74349,22.80508,21.27152,19.98533,19.42585,157.22198718718,-3.075327126837,4261652731901177856,3785,55273,442,0.6105803
QSO,756,4,301,372,1237648721763893840,23.0868,21.32289,20.96364,20.7873,20.75194,171.525316392096,0.319985327451154,4322564581635059712,3839,55575,854,2.948838
STAR,1331,5,301,168,1237651191893590305,21.4547,20.87329,20.49401,20.47856,20.31443,127.730444814544,50.0137078376784,4159343723618693120,3694,55209,980,-0.0007179445
GALAXY,1350,4,301,326,1237651272971452887,25.25568,21.77609,20.30304,19.24408,18.71702,168.49453792194,66.6815845356502,8006328501601497088,7111,56741,197,0.5948794
QSO,1331,2,301,193,1237651190284615943,21.60946,21.61025,21.55327,21.78989,21.71186,133.084190604773,51.9338463695241,8211195005646860288,7293,56741,25,1.227677
QSO,1345,3,301,247,1237651250954568287,22.35489,21.82496,21.76013,21.60693,21.45734,148.947635750492,59.8462438623163,6439245418748112896,5719,56014,814,2.442986
GALAXY,752,6,301,105,1237648705640268164,24.32199,21.94146,20.42582,19.45088,18.88951,159.30336779504,0.887699834771462,4315794059127615488,3833,55290,799,0.5187037
STAR,756,4,301,301,1237648721759240490,20.26182,19.27433,18.9209,18.79667,18.70687,160.952765553272,0.404082612738937,4316902646407163904,3834,55569,736,0.0006141565
GALAXY,1907,2,301,149,1237653664182894794,22.69934,21.39992,20.36771,19.6303,19.3688,145.01300191391,1.34510930848343,4307870433162227712,3826,55563,645,0.5818896
STAR,752,6,301,206,1237648705646887138,21.04816,20.03986,19.89781,19.81725,19.81327,174.473983664459,0.945516769882286,4323717419560005632,3840,55574,952,0.0007453629
GALAXY,1412,4,301,175,1237651539249529437,24.31131,22.44251,20.80172,19.82297,19.40596,187.443412390641,67.7246176660815,8016581996934000640,7120,56720,635,0.6534276
STAR,756,2,301,429,1237648720693887127,19.78152,18.88875,18.55046,18.43344,18.43152,180.012675960514,-0.559494076210282,4328087974035779584,3844,55321,468,0.0005728966
GALAXY,1412,4,301,203,1237651539251364198,23.88335,22.05286,20.6025,19.79196,19.14852,198.11550605357,67.2665495080444,7840767889099124736,6964,56748,3,0.5556968
GALAXY,1473,3,301,54,1237651800697733526,24.44929,22.29529,20.9486,19.79637,19.27025,151.138692591995,-0.270742730631824,4311134878772686848,3829,55300,233,0.6029469
STAR,1331,6,301,83,1237651192424890892,21.96211,21.52122,21.31264,21.19883,21.37572,116.59105958138,39.8529387515016,4132244065075523584,3670,55480,696,4.031333e-05
GALAXY,1904,6,301,185,1237653653447836277,24.59716,22.72408,20.68643,19.59063,19.17417,5.35749568321432,16.2139211742761,6963883167783251968,6185,56217,699,0.5428652
GALAXY,1402,2,301,100,1237651495221199627,25.57165,22.67173,20.94161,19.99516,19.48798,120.970182019217,45.6572779933132,7195733888076541952,6391,56329,391,0.5542512
STAR,1045,4,301,65,1237649962989322413,21.6766,20.28963,20.12173,20.10287,19.75491,43.8318638235583,-7.43973852299454,7947919967533068288,7059,56592,700,-0.0006475372
GALAXY,1140,2,301,61,1237650369937211864,23.46969,21.15587,19.50165,18.71652,18.34829,161.967738388502,-2.8602892472803,4262717064022257664,3786,55563,218,0.4622454
STAR,1331,6,301,63,1237651192423580441,22.89935,20.94168,20.44378,20.30367,20.11873,114.433023336233,37.4445047465703,4121969124417662976,3661,55212,180,3.30251e-05
GALAXY,1345,3,301,25,1237651250940019635,23.42751,22.45946,20.91665,19.75987,19.29721,114.45374573491,35.1527158951042,4999210908712103936,4440,55539,783,0.580368
STAR,752,3,301,192,1237648704035356981,21.16181,20.22523,20.114,20.14171,20.09378,172.383079471796,-0.363508582464796,4322335883216482304,3839,55575,22,0.0008933765
GALAXY,756,4,301,142,1237648721748820449,22.97874,21.31556,19.53573,18.75685,18.31453,137.025659161067,0.238591143339066,4298930578474594304,3818,55532,890,0.4310012
GALAXY,756,4,301,155,1237648721749672926,24.50981,22.20673,20.63097,19.55217,19.22651,139.029871182471,0.293241208724937,4302285463379177472,3821,55535,807,0.534507
GALAXY,1462,6,301,427,1237651755088151175,23.73623,22.06038,20.92748,19.74942,19.58201,189.360624664458,3.36533062723409,5351410323876933632,4753,55674,29,0.7152314
STAR,752,3,301,195,1237648704035553446,21.59499,20.93766,20.48622,20.38995,20.04082,172.7337630891,-0.386289016281188,4266250339705614336,3789,55269,784,5.495569e-05
GALAXY,1904,6,301,176,1237653653447246363,25.14368,21.18953,19.39301,18.70944,18.29902,3.94953583434739,16.2142293237897,6956064815408934912,6178,56213,928,0.3870715
QSO,752,3,301,464,1237648704053182591,20.67443,20.02761,20.19425,20.06986,19.80309,212.973502832869,-0.354862087821943,4541931995789979648,4034,55635,188,2.280468
GALAXY,1412,4,301,261,1237651539255165397,25.25336,22.12144,20.26206,19.31355,18.78201,217.819300047628,64.0586163138931,8021124629224157184,7124,56720,777,0.5128631
GALAXY,756,4,301,279,1237648721757798869,23.77827,21.53252,19.92706,19.08684,18.63067,157.544168307032,0.290662807119678,4314693997727248384,3832,55289,893,0.5289234
GALAXY,1412,4,301,240,1237651539253788733,26.15839,21.6091,19.9326,19.14102,18.88668,211.370149628942,65.4402403677512,7865565724076077056,6986,56717,105,0.4281437
QSO,1458,1,301,509,1237651735229301013,22.57464,21.75942,21.84587,22.0593,21.42484,201.093330295707,1.44969757924706,4510389750817550336,4006,55328,126,2.317379
QSO,1895,6,301,194,1237653614793720435,25.93667,21.05134,20.65915,20.55826,20.59294,133.811865667158,51.7901696329578,5804085038031761408,5155,55946,258,3.194605
STAR,1302,6,301,411,1237651067892334784,19.64373,18.70314,18.44644,18.3819,18.39731,197.709333977088,65.5924180077528,7685509970293092352,6826,56449,426,-0.0008053384
QSO,1458,1,301,542,1237651735231463797,20.57392,20.25134,20.28286,20.20267,19.97529,206.051371186873,1.30486364722085,4547615371612057600,4039,55648,384,2.210075
GALAXY,752,2,301,595,1237648703524897950,24.15238,21.76424,20.49828,19.68163,19.12059,232.684822341264,-0.809471483524795,4514955198343081984,4010,55350,351,0.5345505
STAR,756,4,301,309,1237648721759764775,22.88743,21.21202,20.93441,20.78062,20.65073,162.064060300966,0.41931748545358,4317983466354044928,3835,55570,572,0.000830499
GALAXY,1345,2,301,613,1237651250441683190,23.94146,21.08303,19.38648,18.73299,18.3297,245.484748655614,45.5567958083029,6788114412353548288,6029,56099,232,0.3713261
STAR,1231,3,301,163,1237650761322791738,24.41407,21.84826,21.62251,21.63345,21.48941,193.721019620638,-2.83492500732062,4254787930197520384,3779,55222,44,0.0004785508
GALAXY,1458,5,301,544,1237651737379078877,26.30474,22.22968,20.51698,19.45181,19.15648,206.330428762665,3.05059938477581,4547694536449257472,4039,55648,672,0.5506932
GALAXY,1140,2,301,18,1237650369934393637,22.80932,20.33045,18.49406,17.84218,17.38884,155.604926965751,-2.66905299151955,4244748839481438208,3770,55234,386,0.3791737
GALAXY,752,3,301,174,1237648704034177249,23.75377,22.52748,20.8405,19.8711,19.3778,169.668735628795,-0.387043064383858,4321256437894017024,3838,55588,191,0.4881596
STAR,752,6,301,368,1237648705657503913,19.1671,18.30908,17.92232,17.75769,17.6993,198.679376719568,0.994494242252131,8394959957174972416,7456,56727,910,0.000249117
GALAXY,1729,5,301,94,1237652901285724611,23.22447,20.70278,18.99674,18.37801,18.07162,1.73407700480702,-9.45606338335841,8070664498409304064,7168,56625,778,0.350765
STAR,756,6,301,327,1237648722834686390,22.79235,21.4461,21.24797,21.10296,20.81415,164.769182893589,1.06642864576744,4319134100776218624,3836,55302,662,0.0002185568
GALAXY,1239,6,301,155,1237650797292618454,22.78203,22.96576,20.91592,19.80613,19.32332,143.52360205614,0.880158037741345,4306802806868340736,3825,55533,857,0.5805371
GALAXY,1904,5,301,326,1237653652920206086,22.76179,22.24393,20.67706,19.399,18.98376,27.2549862148027,14.6412699076329,5768062561443049472,5123,55841,281,0.6883583
STAR,752,3,301,439,1237648704051544336,19.47028,18.56915,18.26278,18.12787,18.09051,209.255066374613,-0.330434883510457,4548641215239352320,4040,55605,20,0.0005000961
GALAXY,1402,2,301,90,1237651495220544387,23.81655,22.96721,20.82473,19.82308,19.48946,119.744497150162,44.468870548997,4141093754726182912,3678,55208,123,0.531792
GALAXY,1907,2,301,178,1237653664184795196,22.51202,20.17809,18.63733,18.03453,17.63984,149.259314356471,1.55272526165428,5333503401890869248,4737,55630,420,0.3105315
STAR,756,2,301,395,1237648720691659053,21.7496,20.9312,20.61351,20.57209,20.24973,174.968704773268,-0.576033568313489,4250476744853352448,3775,55207,744,0.0005463983
QSO,1331,6,301,79,1237651192424628828,22.5891,21.67526,20.96803,20.59292,20.09242,116.160986258239,39.3466851771536,4125304493494169600,3664,55245,26,2.594679
STAR,756,6,301,324,1237648722834489891,24.1574,22.42742,21.72936,21.21557,20.80882,164.357585992536,1.13714094134548,4319102214939013120,3836,55302,546,0.0004677955
QSO,1458,1,301,407,1237651735222616516,26.66956,22.08069,20.57465,19.7658,19.47135,185.79505918913,1.51082707481865,5350408668431708160,4752,55653,481,1.162964
GALAXY,1402,2,301,101,1237651495221264957,23.86092,22.66303,21.14948,20.11304,19.59801,121.100694166767,45.7750745226052,5096017685193093120,4526,55559,708,0.5407625
GALAXY,1907,3,301,61,1237653664713999103,24.48275,22.04176,20.35386,19.39928,18.91246,131.699815753246,1.41473167234679,4293184255829929984,3813,55532,465,0.5089149
GALAXY,1402,2,301,121,1237651495222575796,24.64139,22.85319,20.80085,19.87893,19.40625,123.656523947426,48.1760506869074,4152400033885122560,3688,55273,295,0.4867871
GALAXY,1350,4,301,272,1237651272967913691,21.42157,19.18809,17.83335,17.30182,16.91337,150.717866019471,63.6140347646885,6442645658356346880,5722,56008,896,0.2029713
STAR,756,4,301,139,1237648721748623758,23.82363,21.83801,21.78832,21.51495,21.7523,136.63707330004,0.281535806467694,4298908038486224896,3818,55532,808,0.0005556036
STAR,1331,6,301,56,1237651192423121523,21.5383,20.99761,20.61378,20.49752,20.526,113.775879855138,36.586516177938,4123215970100244480,3662,55182,620,4.542241e-05
GALAXY,1402,2,301,85,1237651495220216334,23.21076,22.23307,20.49956,19.82481,19.51873,119.255517764627,43.6791692642582,7179980084064481280,6377,56245,423,0.3782344
GALAXY,752,3,301,270,1237648704040469394,24.49261,23.26109,20.79344,19.56226,18.88969,184.022993061021,-0.321006943776229,4330319158107107328,3846,55327,393,0.7247362
QSO,1331,2,301,270,1237651190289662556,22.41851,21.77116,21.3795,21.62327,21.12242,149.084971255398,59.2228814639311,6439082141271388160,5719,56014,220,2.55935
GALAXY,1402,2,301,79,1237651495219823133,23.81532,22.15494,20.31133,19.30547,18.80452,118.599355253977,42.9241550531728,4146821111416025088,3683,55245,479,0.4718739
GALAXY,752,6,301,278,1237648705651605830,22.41082,21.41866,20.28896,19.44752,19.33198,185.134986151789,0.905959912850253,4330452199014068224,3846,55327,877,0.6287425
GALAXY,1458,5,301,500,1237651737376195185,23.87825,21.36943,19.98355,19.24479,18.84681,199.728246160318,3.16491045736179,4510505474416373760,4006,55328,547,0.4991933
QSO,1473,2,301,76,1237651800162304650,23.2191,21.93001,21.56238,21.35849,20.8109,154.500919065988,-0.71113066532384,4313423516302766080,3831,55543,367,1.55948
GALAXY,1404,3,301,33,1237651504343613677,22.20097,20.43909,18.75397,18.21577,17.90631,203.951301490861,-0.144832716480226,4555604422378057728,4046,55605,776,0.3783535
QSO,1331,3,301,59,1237651190812705370,22.23611,21.77181,21.6629,22.05591,21.17307,115.476547253194,36.182183421419,4128728371713208320,3667,55186,194,2.388817
GALAXY,1458,5,301,493,1237651737375736337,22.70837,22.01885,20.50187,19.65404,19.14778,198.676703964332,3.13621730660576,5359306466329817088,4760,55656,83,0.5064728
STAR,756,2,301,333,1237648720687596375,23.37455,22.02616,21.92377,21.62624,21.46721,165.752545518677,-0.549881534235754,4318992263776235520,3836,55302,146,0.0004906484
STAR,756,6,301,357,1237648722836652070,18.8445,17.9395,17.66936,17.58866,17.5913,169.324521568344,1.18598231625835,5326696050961608704,4731,55656,231,0.0009006714
STAR,756,4,301,305,1237648721759502573,20.26183,19.3169,18.9866,18.89327,18.87031,161.536587136611,0.244520356058916,4317968073191256064,3835,55570,516,0.0001210183
GALAXY,1402,2,301,100,1237651495221199708,23.71803,23.44457,20.7645,20.05325,19.50397,120.998248489241,45.7106853166944,7195807005599789056,6391,56329,657,0.4437671
GALAXY,752,3,301,207,1237648704036340098,25.29249,21.55769,20.93333,20.62603,20.44023,174.573238823825,-0.376339629043448,4324704231212380160,3841,55572,446,0.1904896
GALAXY,1350,4,301,166,1237651272960967039,22.59072,21.80196,20.30459,19.30301,18.89988,127.822450023099,52.8604643030071,4160414922872385536,3695,55212,781,0.6578946
GALAXY,1402,2,301,81,1237651495219953753,24.18813,21.50055,20.1781,19.75917,19.34477,118.849169101811,43.1988610794322,7178795635566112768,6376,56269,210,0.3635066
QSO,1331,2,301,216,1237651190286123507,24.32821,21.30298,19.55186,19.58518,19.40397,137.368798132786,54.3238430478698,6449182535330754560,5728,56334,101,3.761425
GALAXY,94,6,301,93,1237645879551000764,25.91849,20.98709,19.23725,18.55396,18.41879,348.841086940644,1.26880178994817,8263189810576551936,7339,56715,765,0.4043793
STAR,756,2,301,536,1237648720700899625,24.63384,22.77648,21.35419,20.00312,19.4281,196.000877799786,-0.543886054535965,4561234742049697792,4051,55337,779,0.0001657312
GALAXY,1239,6,301,162,1237650797293077081,26.08604,22.00321,20.19441,19.35086,18.76814,144.675716973344,0.883028714290176,4307862736580833280,3826,55563,617,0.4818278
STAR,109,5,301,40,1237645943435165949,21.73664,21.19077,20.87102,20.87499,20.86781,40.662625940781,0.507687295721241,4109767844421103616,3650,55244,848,0.0001996452
GALAXY,1140,2,301,28,1237650369935048872,24.82051,22.95724,21.4265,20.18361,19.7239,157.118138441659,-2.76695364198453,4261653831412805632,3785,55273,446,0.6439152
GALAXY,1402,2,301,129,1237651495223100099,24.33975,22.34768,20.66228,19.86559,19.60913,124.755808669058,49.2175743378324,4152337086844432384,3688,55273,66,0.4870004
GALAXY,752,3,301,268,1237648704040337805,25.49441,22.29026,20.76225,19.80382,19.14596,183.665437810585,-0.358761178498375,4330340048828035072,3846,55327,469,0.5424545
STAR,756,4,301,127,1237648721747837363,22.04983,20.90287,20.74866,20.80437,21.02477,134.884773586234,0.371561659547842,4295564423710044160,3815,55537,932,0.000107072
GALAXY,1350,4,301,243,1237651272966013520,22.63003,24.46745,21.43457,20.08009,19.56174,142.979187164464,61.0430232418632,8383479681307570176,7446,56722,105,0.6657807
GALAXY,1350,4,301,294,1237651272969355362,20.8219,19.00822,17.7541,17.2235,16.85567,157.180814275051,65.1025824668777,7973889884455366656,7082,56713,970,0.2018287
GALAXY,1404,3,301,22,1237651504342893430,22.60062,21.70177,20.20439,19.45015,19.10379,202.32623659935,-0.105043222392371,4560151452614062080,4050,55599,934,0.4681482
STAR,1331,3,301,98,1237651190815261356,23.04446,20.91698,19.85206,18.85137,18.18131,119.540360627788,41.0809224056074,6692412647424061440,5944,56220,231,0.000281023
GALAXY,1350,4,301,150,1237651272959918877,23.36564,23.62303,21.71801,20.77774,19.91776,125.677155063245,50.9499655941024,8230472742211350528,7310,56693,525,0.5181944
QSO,752,6,301,128,1237648705641775358,22.00607,21.31551,21.07767,21.33237,20.46847,162.741534251592,1.00741456630127,4318031844865667072,3835,55570,748,2.600533
STAR,1231,4,301,73,1237650761853764108,23.21692,21.95991,20.48317,20.13362,20.15161,180.205192345189,-2.28059726060978,4251416277572841472,3776,55209,66,0.000548913
STAR,752,3,301,238,1237648704038371544,21.75806,20.17227,19.79669,19.51211,19.55119,179.148464791445,-0.253290460937881,4326897751977291776,3843,55278,234,0.0003420979
STAR,752,3,301,286,1237648704041517412,24.00336,21.63295,21.15065,20.91886,21.0435,186.378445408076,-0.244000171875154,4331409603142807552,3847,55588,264,0.0005572906
STAR,756,6,301,386,1237648722838552835,22.25324,20.78223,20.52216,20.42176,20.28978,173.571467969344,1.15383853352003,5336865708800929792,4740,55651,364,0.000492181
GALAXY,752,6,301,148,1237648705643086216,24.21736,21.90876,20.34008,19.54719,18.99457,165.743741427821,0.970164999674954,4319189900991328256,3836,55302,865,0.4997501
GALAXY,752,6,301,145,1237648705642889553,23.48817,22.13128,20.52645,19.69632,19.05904,165.242094757924,0.9082580479695,4319171209293656064,3836,55302,797,0.5004317
STAR,756,4,301,126,1237648721747771768,24.52721,21.58984,20.27091,19.3954,19.02945,134.66729508252,0.354494344621764,4295553153715859456,3815,55537,891,0.0001602877
QSO,756,4,301,272,1237648721757339964,22.53892,21.57709,21.56014,21.48461,21.238,156.532934682851,0.323533685318038,4314628301907488768,3832,55289,654,2.206149
GALAXY,1140,2,301,20,1237650369934525028,24.43283,22.10961,20.36274,19.41219,18.87014,155.862810609107,-2.65114876403282,4244737019731439616,3770,55234,343,0.5094261
GALAXY,1345,2,301,547,1237651250437357896,20.18665,18.15327,17.14024,16.62975,16.25334,235.65885711791,52.998267988025,7560595553773088768,6715,56449,646,0.07002097
GALAXY,1404,2,301,27,1237651503806350062,25.31407,21.32756,19.81998,18.9263,18.2147,203.035995622963,-0.478123936892459,4555509039744348160,4046,55605,429,0.5482042
GALAXY,1140,1,301,13,1237650369397195238,25.57076,22.08282,20.54865,19.5561,19.03023,154.810400422227,-3.12112298691359,4260418804909797376,3784,55269,49,0.6340663
STAR,752,6,301,315,1237648705654030704,23.3251,21.49418,20.42652,19.59472,19.13479,190.680921253127,1.0014231260915,4333739188136112128,3849,55274,547,-5.20994e-05
GALAXY,1907,3,301,35,1237653664712295011,19.83956,17.85326,16.78169,16.33521,15.97338,127.944010104113,1.30318138829601,5394435591868444672,4791,55889,906,0.1236259
STAR,752,6,301,165,1237648705644200381,22.67457,21.93173,21.59885,21.24936,20.81168,168.293678794051,0.937451797996877,4320340544439644160,3837,55572,955,0.0001146739
QSO,756,6,301,455,1237648722843074816,21.69924,21.14713,20.91785,20.6598,20.12386,183.928934233591,1.0947865623475,5348126356784476160,4750,55630,370,2.531674
STAR,1345,2,301,619,1237651250442076517,20.84292,18.30147,17.37042,17.06717,16.90553,246.386889138057,44.802908124443,6788077028958203904,6029,56099,96,-0.0001183234
GALAXY,1458,5,301,598,1237651737382617899,26.58562,21.89627,20.1751,19.32276,18.86069,214.436485875497,2.96948924906247,4537616412634181632,4030,55634,872,0.4789327
STAR,756,4,301,348,1237648721762320660,22.12726,21.26501,21.04438,20.87813,20.34587,167.86969911359,0.324826860709107,4320334222247784448,3837,55572,932,0.0007206365
GALAXY,752,5,301,623,1237648705137345493,22.58504,22.06911,20.6311,19.61701,19.01694,236.819464793379,0.623841392045704,4565547027022934016,4055,55359,83,0.6067801
QSO,752,6,301,306,1237648705653440598,22.13836,19.10642,18.88332,18.73384,18.65863,189.373949128567,0.909339411525825,5352613464056197120,4754,55649,310,3.270849
GALAXY,1907,3,301,83,1237653664715441083,22.07796,21.81784,20.58851,19.56563,19.11111,135.0377326236,1.42396315650512,4296494880979087360,3816,55272,221,0.7368585
STAR,1140,2,301,56,1237650369936884021,21.89105,20.88675,20.79622,20.85794,20.72641,161.286033740835,-2.77952278325218,4262772039603646464,3786,55563,418,-1.526822e-05
GALAXY,1402,2,301,90,1237651495220543950,23.74677,22.62063,20.76696,19.90276,19.47355,119.621901951569,44.3889046285047,4139072302229417984,3676,55186,961,0.4561684
GALAXY,756,6,301,42,1237648722816009465,23.13259,22.66318,21.02954,20.16469,19.77396,122.192708799459,1.20988893749141,5390954263176998912,4788,55889,529,0.4542093
QSO,756,6,301,259,1237648722830229773,22.30418,21.99191,21.89349,21.83163,21.08828,154.593966330209,1.1228845087371,4313508453576011776,3831,55543,676,2.162329
QSO,1895,4,301,288,1237653613726138577,21.24957,20.61855,20.2224,19.57411,18.93682,155.09551523424,59.2473195398472,7981646113483190272,7089,56661,515,0.7574463
QSO,1345,3,301,559,1237651250975015822,23.49854,21.7381,21.69741,21.63503,21.29031,238.222050272239,52.0106089496023,7561697263618813952,6716,56401,558,3.078593
GALAXY,1140,2,301,28,1237650369935049412,26.79882,21.95265,20.25892,19.16439,18.54038,157.124540241131,-2.80026304538871,4261654380631748608,3785,55241,448,0.6426629
QSO,1331,5,301,187,1237651191894835560,21.6595,21.86608,21.3,21.24635,21.78438,130.636908405053,52.1472707619887,8211276094629408768,7293,56741,320,1.162639
GALAXY,1402,2,301,86,1237651495220282315,25.28584,22.85312,21.14368,20.17014,20.0039,119.353025586945,43.8438398436534,7178780242403323904,6376,56269,154,0.6266012
GALAXY,1462,6,301,421,1237651755087757654,24.98745,22.72285,21.42448,20.35351,20.17586,188.394718006587,3.33877064248089,5351454304342044672,4753,55674,189,0.5565506
STAR,1241,3,301,56,1237650804265451863,22.99189,21.24084,20.89076,20.75072,20.751,146.708342018087,-2.27035994526607,4258193392955748352,3782,55244,145,0.0002861988
QSO,752,3,301,585,1237648704061112992,22.30462,21.50752,21.28246,21.19477,20.69487,231.209169786379,-0.340981321578107,4517175936567406592,4012,55327,238,0.8761062
STAR,1345,2,301,766,1237651250451711439,23.59083,22.77644,21.08601,19.86039,19.2472,260.989694907531,26.2561313281168,5634137095196569600,5004,55711,487,2.034264e-06
GALAXY,1907,2,301,153,1237653664183156830,24.70692,22.29519,20.3011,19.20912,18.72346,145.584775691093,1.42273664456417,5332321152029880320,4736,55631,215,0.5240749
GALAXY,1140,1,301,32,1237650369398440475,22.55814,22.42458,21.0069,19.69768,19.23199,157.619385236733,-3.17519479610505,4261620021430251520,3785,55273,323,0.6794736
STAR,1331,6,301,49,1237651192422662852,20.67679,20.19863,20.06068,20.06624,20.04619,113.130528490166,35.5954982317674,4999138615822577664,4440,55539,520,2.372286e-05
GALAXY,1402,2,301,124,1237651495222772646,25.21673,22.65252,20.67446,19.53175,18.81624,123.925753416402,48.6941337945335,4158104299119505408,3693,55208,567,0.6420094
STAR,1329,1,301,15,1237651181146145672,21.55593,19.05494,17.95768,17.57713,17.35194,120.233651306143,-0.902305491889708,8389140517208387584,7451,56739,219,6.89345e-05
QSO,1331,5,301,195,1237651191895359857,21.79924,21.84994,21.37341,21.35749,21.32764,131.862926321772,53.0508450052662,8211419580896833536,7293,56741,842,1.335345
GALAXY,1907,3,301,32,1237653664712098775,24.12785,22.0455,20.73977,19.77178,19.32765,127.454804847743,1.31114185046575,5394402881397518336,4791,55889,787,0.5355669
STAR,756,4,301,416,1237648721766777180,22.37621,21.40567,21.1847,21.12498,20.70427,178.055195535222,0.285593876098951,4326992859733094400,3843,55278,580,0.0003446575
GALAXY,1345,2,301,613,1237651250441683346,24.74634,22.24594,20.57835,19.61581,19.19876,245.608413274505,45.6650846662717,6788104241870991360,6029,56099,195,0.5358116
QSO,752,2,301,606,1237648703525618195,21.43696,20.82139,20.73851,20.60663,20.28956,234.225219517401,-0.651479019561146,4514868062046580736,4010,55350,34,2.22154
GALAXY,752,2,301,567,1237648703523062752,22.72832,22.01703,20.36207,19.46791,18.92972,228.441584909922,-0.771047328707902,4519443959261097984,4014,55630,297,0.5415933
GALAXY,1239,6,301,170,1237650797293601539,22.53318,23.10185,21.35565,19.97628,19.36227,145.854075838361,1.04228589369766,4307944100441288704,3826,55563,913,0.6770526
QSO,1345,3,301,38,1237651250940871250,22.57809,21.75212,21.46454,21.75815,20.73052,115.55073368984,36.8269757447722,4128750911701577728,3667,55186,276,2.532561
GALAXY,1404,3,301,46,1237651504344465904,24.35916,22.3689,20.55878,19.5153,19.22983,205.791995742019,-0.166322298470712,4552089559001395200,4043,55630,277,0.5452248
GALAXY,1462,6,301,589,1237651755098768065,25.69455,22.44572,20.71309,19.71931,19.35987,213.700419229747,3.07940915653073,5384152680304930816,4782,55654,361,0.5337007
QSO,1345,3,301,456,1237651250968264801,19.737,19.08566,18.8748,18.82308,18.64037,215.531557970042,61.4805155700068,7212712821527343104,6406,56330,720,0.8635758
GALAXY,1345,2,301,630,1237651250442797699,23.50783,21.45596,19.55178,18.76196,18.24448,247.866716810402,43.6485557745301,6789268899529158656,6030,56097,336,0.4400813
STAR,1045,4,301,166,1237649962995941575,21.10517,19.07178,18.1824,17.83693,17.64323,58.8733298142034,-5.5790537251452,8166332729811202048,7253,56598,657,0.0004452084
STAR,1231,4,301,139,1237650761858089255,21.90405,21.13467,20.86937,20.74281,20.25999,190.007985158815,-2.34248431060739,4253667527697821696,3778,55213,64,0.0009418644
GALAXY,756,4,301,283,1237648721758061037,23.99269,22.38213,20.45288,19.54018,18.92252,158.206317677892,0.321811087932408,4315730837209018368,3833,55290,569,0.4822058
GALAXY,1412,4,301,192,1237651539250643328,23.13144,21.28909,19.41289,18.72042,18.36141,193.921928378664,67.5183898764547,7840969374604914688,6964,56748,736,0.4325718
GALAXY,2074,2,301,120,1237654381440532726,23.58348,25.69186,24.17173,20.8179,19.57733,137.014801013875,51.2144487257201,8223838289921765376,7304,56745,965,0.9108907
GALAXY,1729,5,301,264,1237652901296865675,22.54319,21.60337,20.26631,19.50294,18.97406,27.4929503959736,-8.78458133033349,8087579660722565120,7183,56658,875,0.4788579
QSO,1345,3,301,101,1237651250944999995,25.68659,22.21025,21.75251,21.6895,21.8903,122.592919377616,44.6352060993635,5096091352472154112,4526,55559,976,3.294117
GALAXY,1907,2,301,121,1237653664181060148,23.88673,22.04157,21.00474,19.98582,19.54121,140.743379971927,1.31382409164817,5331224939272531968,4735,55651,323,0.6185275
QSO,1895,6,301,251,1237653614797455575,21.76316,21.17978,21.36668,21.32026,20.92104,144.947830009855,57.3087641576183,6434637376303853568,5715,56657,434,0.9634823
STAR,1345,3,301,37,1237651250940805764,22.08601,21.15101,20.89181,20.63111,20.41196,115.602633248998,36.6980757303683,4128726728821108736,3667,55566,188,0.0005200149
QSO,752,6,301,538,1237648705668645328,21.73099,20.98266,20.8725,21.00005,21.53239,224.119829680576,1.04715267395733,4520600370514948096,4015,55624,408,2.784508
QSO,1345,2,301,539,1237651250436833495,19.93351,19.4315,19.46459,19.51285,19.28822,233.98105400396,53.8050978302386,7552650207923204096,6708,56452,413,2.406667
GALAXY,756,4,301,181,1237648721751376016,24.57971,21.57928,19.842,18.9066,18.55208,142.892156137271,0.27892981231396,4306769821519507456,3825,55533,737,0.5250738
STAR,1231,4,301,136,1237650761857892628,21.98392,20.80036,20.65976,20.65751,20.78057,189.679220888407,-2.4821277423264,4253679072569913344,3778,55213,106,-4.574793e-05
STAR,1045,5,301,165,1237649963532746803,16.90863,15.6993,15.2401,15.06354,14.98775,58.7015928276092,-5.26010531820483,8166317611526320128,7253,56598,602,7.545402e-05
STAR,752,3,301,238,1237648704038371471,19.90561,18.90844,18.73524,18.51168,18.45549,179.233669949393,-0.387947648010213,4251593298944913408,3776,55209,710,0.001087949
GALAXY,1239,6,301,168,1237650797293469760,25.46478,22.55884,20.57825,19.65845,19.18744,145.575019890293,1.01342891017842,4307916887528501248,3826,55563,814,0.4588788
GALAXY,1239,6,301,180,1237650797294256722,25.3799,22.18973,20.2938,19.41457,18.98084,147.351301717238,1.01415771025813,4309030967718899712,3827,55565,771,0.4528219
